Prize,Year,Winner,Citation,Wikipedia_URL,OpenAlex_URL,Subfield,Subfield_ID,Field,Domain,Verified,Corrected_OpenAlex_URL,Best_Subfield,Best_Subfield_ID,Best_Field,Verification_Notes,laureate_type,n_winners,plotFinestField
Balzan Prize,2017,Jan Assmann,Collective memory,https://en.wikipedia.org/wiki/Jan_Assmann,https://openalex.org/authors/A5080273181,Archeology,1204.0,Arts and Humanities,Social Sciences,Yes,,Archeology,1204,Arts and Humanities,,individual,1.0,Other Social Sciences
Balzan Prize,2017,Michaell Gillon,The Sun's planetary system and exoplanets,https://en.wikipedia.org/wiki/Micha%C3%ABl_Gillon,https://openalex.org/authors/A5014845463,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5014845463,Astronomy and Astrophysics,3103,Physics and Astronomy,No original URL. Found A5014845463 M Gillon U Liege,individual,1.0,Physics & Astronomy
Balzan Prize,2017,Robert D. Schreiber,Immunological approaches in cancer therapy,https://en.wikipedia.org/wiki/Robert_D._Schreiber,https://openalex.org/authors/A5086001447,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Balzan Prize,2018,Detlef Lohse,Fluid dynamics,https://en.wikipedia.org/wiki/Detlef_Lohse,https://openalex.org/authors/A5066010665,Computational Mechanics,2206.0,Engineering,Physical Sciences,Yes,,Computational Mechanics,2206,Engineering,,individual,1.0,Mechanical engineering
Balzan Prize,2018,Eva Kondorosi,Chemical ecology,https://en.wikipedia.org/wiki/%C3%89va_Kondorosi,https://openalex.org/authors/A5073353439,Plant Science,1110.0,Agricultural and Biological Sciences,Life Sciences,Yes,,Plant Science,1110,Agricultural and Biological Sciences,,individual,1.0,Ag. & natural resources
Balzan Prize,2018,Jurgen Osterhammel,Global history (19th and 20th centuries),https://en.wikipedia.org/wiki/J%C3%BCrgen_Osterhammel,https://openalex.org/authors/A5050720944,Political Science and International Relations,3320.0,Social Sciences,Social Sciences,Yes,,Political Science and International Relations,3320,Social Sciences,,individual,1.0,Other Social Sciences
Balzan Prize,2018,Marilyn Strathern,Social anthropology,https://en.wikipedia.org/wiki/Marilyn_Strathern,https://openalex.org/authors/A5015340910,Anthropology,3314.0,Social Sciences,Social Sciences,Yes,,Anthropology,3314,Social Sciences,,individual,1.0,Other Social Sciences
Balzan Prize,2019,Erika von Mutius,Pathophysiology of respiration: from basic science to the bedside,https://en.wikipedia.org/wiki/Erika_von_Mutius,https://openalex.org/authors/A5044164531,Physiology,2737.0,Medicine,Health Sciences,Yes,https://openalex.org/authors/A5044164531,Immunology and Allergy,2723,Medicine,Wrong URL same as Klaus Rabe. Corrected to A5044164531 Erika von Mutius LMU,individual,1.0,Life Sciences & Medicine
Balzan Prize,2019,Jacques Aumont,Film studies,https://en.wikipedia.org/wiki/Jacques_Aumont,https://openalex.org/authors/A5109003310,Sociology and Political Science,3312.0,Social Sciences,Social Sciences,Yes,,Sociology and Political Science,3312,Social Sciences,,individual,1.0,Other Social Sciences
Balzan Prize,2019,Klaus F. Rabe,Pathophysiology of respiration: from basic science to the bedside,https://en.wikipedia.org/wiki/Klaus_F._Rabe,https://openalex.org/authors/A5028265360,Physiology,2737.0,Medicine,Health Sciences,Yes,,Pulmonary and Respiratory Medicine,2740,Medicine,Changed from Physiology (#1 topic),individual,1.0,Life Sciences & Medicine
Balzan Prize,2019,Luigi Ambrosio,Theory of partial differential equations,https://en.wikipedia.org/wiki/Luigi_Ambrosio,https://openalex.org/authors/A5070558970,Applied Mathematics,2604.0,Mathematics,Physical Sciences,Yes,,Applied Mathematics,2604,Mathematics,,individual,1.0,Math
Balzan Prize,2019,Michael Cook,Islamic studies,https://en.wikipedia.org/wiki/Michael_Cook,,Materials Chemistry,2505.0,Materials Science,Physical Sciences,Yes,,History,1202,Arts and Humanities,"Wrong: A5103491062 is chemist. Historian not found in OpenAlex | 2026-09-09 snapshot audit: id removed (A5103491062 = Michael J. Cook, materials chemist); Islamic-studies historian has no usable profile",individual,1.0,Other Social Sciences
Balzan Prize,2019,Tobias Welte,Pathophysiology of respiration: from basic science to the bedside,https://en.wikipedia.org/wiki/Tobias_Welte,https://openalex.org/authors/A5059857876,Pulmonary and Respiratory Medicine,2740.0,Medicine,Health Sciences,Yes,,Pulmonary and Respiratory Medicine,2740,Medicine,,individual,1.0,Life Sciences & Medicine
Balzan Prize,2019,Werner Seeger,Pathophysiology of respiration: from basic science to the bedside,https://en.wikipedia.org/wiki/Werner_Seeger,https://openalex.org/authors/A5016511599,Pulmonary and Respiratory Medicine,2740.0,Medicine,Health Sciences,Yes,,Pulmonary and Respiratory Medicine,2740,Medicine,,individual,1.0,Life Sciences & Medicine
Balzan Prize,2020,Antonio Augusto Cancado Trindade,Human rights,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Augusto_Can%C3%A7ado_Trindade,https://openalex.org/authors/A5113863774,Political Science and International Relations,3320.0,Social Sciences,Social Sciences,Yes,,Political Science and International Relations,3320,Social Sciences,,individual,1.0,Other Social Sciences
Balzan Prize,2020,Jean-Marie Tarascon,Environmental challenges: materials science for renewable energy,https://en.wikipedia.org/wiki/Jean-Marie_Tarascon,https://openalex.org/authors/A5019830612,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208,Engineering,,individual,1.0,"Computing, electrical"
Balzan Prize,2020,Joan Martinez-Alier,Environmental challenges: responses from the social sciences and the humanities,https://en.wikipedia.org/wiki/Joan_Martinez-Alier,https://openalex.org/authors/A5004042357,"Management, Monitoring, Policy and Law",2308.0,Environmental Science,Physical Sciences,Yes,,"Management, Monitoring, Policy and Law",2308,Environmental Science,,individual,1.0,Earth Sciences
Balzan Prize,2020,Susan Trumbore,Earth system dynamics,https://en.wikipedia.org/wiki/Susan_Trumbore,https://openalex.org/authors/A5004247637,Soil Science,1111.0,Agricultural and Biological Sciences,Life Sciences,Yes,,Geochemistry and Petrology,https://openalex.org/subfields/1906,Earth and Planetary Sciences,"Reclassified: biogeochemist/carbon cycle scientist, not agricultural science",individual,1.0,Earth Sciences
Balzan Prize,2021,Alessandra Buonanno,Gravity: physical and astrophysical aspects,https://en.wikipedia.org/wiki/Alessandra_Buonanno,https://openalex.org/authors/A5004437377,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Balzan Prize,2021,Giorgio Buccellati,Art and archaeology of the ancient Near East,https://en.wikipedia.org/wiki/Giorgio_Buccellati,https://openalex.org/authors/A5060017729,Archeology,1204.0,Arts and Humanities,Social Sciences,Yes,,Archeology,1204,Arts and Humanities,,individual,1.0,Other Social Sciences
Balzan Prize,2021,Jeffrey Gordon,Microbiome in health and disease,https://en.wikipedia.org/wiki/Jeffrey_Gordon,https://openalex.org/authors/A5063884903,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Balzan Prize,2021,Marilyn Kelly-Buccellati,Art and archaeology of the ancient Near East,https://en.wikipedia.org/wiki/Marilyn_Kelly-Buccellati,https://openalex.org/authors/A5015229353,Anthropology,3314.0,Social Sciences,Social Sciences,Yes,,Archeology,1204,Arts and Humanities,Changed from Anthropology,individual,1.0,Other Social Sciences
Balzan Prize,2021,Saul Friedlander,Holocaust and genocide studies,https://en.wikipedia.org/wiki/Saul_Friedl%C3%A4nder,https://openalex.org/authors/A5047547666,Cultural Studies,3316.0,Social Sciences,Social Sciences,Yes,https://openalex.org/authors/A5047547666,History,1202,Arts and Humanities,Wrong: A5109806520=Erich Fromm. Corrected to A5047547666,individual,1.0,Other Social Sciences
Balzan Prize,2021,Thibault Damour,Gravity: physical and astrophysical aspects,https://en.wikipedia.org/wiki/Thibault_Damour,https://openalex.org/authors/A5068574814,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Balzan Prize,2022,Dorthe Dahl-Jensen,Glaciation and ice-sheet dynamics,https://en.wikipedia.org/wiki/Dorthe_Dahl-Jensen,https://openalex.org/authors/A5087263950,Atmospheric Science,1902.0,Earth and Planetary Sciences,Physical Sciences,Yes,,Atmospheric Science,1902,Earth and Planetary Sciences,,individual,1.0,Earth Sciences
Balzan Prize,2022,Johannes Oerlemans,Glaciation and ice-sheet dynamics,https://en.wikipedia.org/wiki/Johannes_Oerlemans,https://openalex.org/authors/A5020338088,Atmospheric Science,1902.0,Earth and Planetary Sciences,Physical Sciences,Yes,,Atmospheric Science,1902,Earth and Planetary Sciences,,individual,1.0,Earth Sciences
Balzan Prize,2022,Martha C. Nussbaum,Moral philosophy,https://en.wikipedia.org/wiki/Martha_C._Nussbaum,https://openalex.org/authors/A5025473979,Philosophy,1211.0,Arts and Humanities,Social Sciences,Yes,,Philosophy,1211,Arts and Humanities,,individual,1.0,Other Social Sciences
Balzan Prize,2022,Philip Bohlman,Ethnomusicology,https://en.wikipedia.org/wiki/Philip_Bohlman,https://openalex.org/authors/A5084738604,Language and Linguistics,1203.0,Arts and Humanities,Social Sciences,Yes,https://openalex.org/authors/A5084738604,Language and Linguistics,1203,Arts and Humanities,Wrong: A5054819575=Otto Jespersen. Corrected to A5084738604 Bohlman,individual,1.0,Other Social Sciences
Balzan Prize,2022,Robert Langer,Biomaterials for nanomedicine and tissue engineering,https://en.wikipedia.org/wiki/Robert_Langer,https://openalex.org/authors/A5042597057,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Balzan Prize,2023,David Damrosch,World literature,https://en.wikipedia.org/wiki/David_Damrosch,https://openalex.org/authors/A5057441366,Literature and Literary Theory,1208.0,Arts and Humanities,Social Sciences,Yes,,Literature and Literary Theory,1208,Arts and Humanities,,individual,1.0,Other Social Sciences
Balzan Prize,2023,Eske Willerslev,Evolution of humankind: ancient DNA and human evolution,https://en.wikipedia.org/wiki/Eske_Willerslev,https://openalex.org/authors/A5028667558,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Balzan Prize,2023,Heino Falcke,High-resolution images: from planetary to cosmic objects,https://en.wikipedia.org/wiki/Heino_Falcke,https://openalex.org/authors/A5050345412,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5050345412,Astronomy and Astrophysics,3103,Physics and Astronomy,Wrong: A5059915304=Joseph Farah. Corrected to A5050345412 H Falcke,individual,1.0,Physics & Astronomy
Balzan Prize,2023,Jean-Jacques Hublin,Evolution of humankind: paleoanthropology,https://en.wikipedia.org/wiki/Jean-Jacques_Hublin,https://openalex.org/authors/A5037700111,Anthropology,3314.0,Social Sciences,Social Sciences,Yes,,Anthropology,3314,Social Sciences,,individual,1.0,Other Social Sciences
Balzan Prize,2024,John Braithwaite,Restorative justice,https://en.wikipedia.org/wiki/John_Braithwaite,https://openalex.org/authors/A5114377816,Sociology and Political Science,3312.0,Social Sciences,Social Sciences,Yes,,Sociology and Political Science,3312,Social Sciences,,individual,1.0,Other Social Sciences
Balzan Prize,2024,Lorraine Daston,History of modern and contemporary science,https://en.wikipedia.org/wiki/Lorraine_Daston,https://openalex.org/authors/A5059333899,History and Philosophy of Science,1207.0,Arts and Humanities,Social Sciences,Yes,,History and Philosophy of Science,1207,Arts and Humanities,,individual,1.0,Other Social Sciences
Balzan Prize,2024,Michael N. Hall,Biological mechanisms of ageing,https://en.wikipedia.org/wiki/Michael_N._Hall,https://openalex.org/authors/A5003476561,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Balzan Prize,2024,Omar Yaghi,Nanoporous materials for environmental applications,https://en.wikipedia.org/wiki/Omar_Yaghi,https://openalex.org/authors/A5044268160,Inorganic Chemistry,1604.0,Chemistry,Physical Sciences,Yes,,Inorganic Chemistry,1604,Chemistry,,individual,1.0,Chemistry
Benjamin Franklin Medal in Chemistry,2015,Stephen J. Lippard,For pioneering research and wide-ranging contributions to bioinorganic chemistry,https://en.wikipedia.org/wiki/Stephen_J._Lippard,https://openalex.org/authors/A5034625027,Oncology,2730.0,Medicine,Health Sciences,Yes,,Inorganic Chemistry,1604.0,Chemistry,"Changed from Oncology to Inorganic Chemistry (his #2 topic, better fits chemistry prize)",individual,1.0,Chemistry
Benjamin Franklin Medal in Chemistry,2016,Nadrian C. Seeman,"For his conceptualization and demonstration that DNA can be used as a construction material that can spontaneously form sub-microscopic structures of diverse shapes and functions, with potential applications in disease treatment, mechanics, and computation.",https://en.wikipedia.org/wiki/Nadrian_Seeman,https://openalex.org/authors/A5003005300,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",,Yes,,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",2026-09-11 fi.edu re-derivation: added from the Institute's own laureate record; our file had this prize-year as a non-award,individual,1.0,Life Sciences & Medicine
Benjamin Franklin Medal in Chemistry,2017,Krzysztof Matyjaszewski,For seminal contributions to the development of atom transfer radical polymerization (ATRP),https://en.wikipedia.org/wiki/Krzysztof_Matyjaszewski,https://openalex.org/authors/A5056539244,Organic Chemistry,1605.0,Chemistry,Physical Sciences,Yes,,Organic Chemistry,1605.0,Chemistry,,individual,1.0,Chemistry
Benjamin Franklin Medal in Chemistry,2017,Mitsuo Sawamoto,For seminal contributions to the development of living radical polymerization using metal catalysts,https://en.wikipedia.org/wiki/Mitsuo_Sawamoto,https://openalex.org/authors/A5009874386,Organic Chemistry,1605.0,Chemistry,Physical Sciences,Yes,,Organic Chemistry,1605.0,Chemistry,,individual,1.0,Chemistry
